run_accession	experiment_title	experiment_accession	center_name	tax_id	library_strategy
SRR611646	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain BRE genomic DNA sequencing;S. mansoni strain BRE genomic DNA sequencing	SRX196241	University of Perpignan	6183	WGS
ERR6798164	Illumina MiSeq paired end sequencing	ERX6421839	SC	6183	WGS
ERR6798167	Illumina MiSeq paired end sequencing	ERX6421842	SC	6183	WGS
ERR6798168	Illumina MiSeq paired end sequencing	ERX6421843	SC	6183	WGS
SRR611840	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain BRE genomic DNA sequencing;S. mansoni strain BRE genomic DNA sequencing	SRX196241	University of Perpignan	6183	WGS
ERR6798171	Illumina MiSeq paired end sequencing	ERX6421846	SC	6183	WGS
ERR6798172	Illumina MiSeq paired end sequencing	ERX6421847	SC	6183	WGS
ERR6798173	Illumina MiSeq paired end sequencing	ERX6421848	SC	6183	WGS
SRR638988	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain GH2 genomic DNA sequencing;S. mansoni strain GH2 genomic DNA sequencing	SRX212154	University of Perpignan	6183	WGS
ERR6798175	Illumina MiSeq paired end sequencing	ERX6421850	SC	6183	WGS
ERR6798178	Illumina MiSeq paired end sequencing	ERX6421853	SC	6183	WGS
ERR6798180	Illumina MiSeq paired end sequencing	ERX6421855	SC	6183	WGS
ERR6798181	Illumina MiSeq paired end sequencing	ERX6421856	SC	6183	WGS
SRR645832	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain GH2 genomic DNA sequencing;S. mansoni strain GH2 genomic DNA sequencing	SRX212154	University of Perpignan	6183	WGS
ERR6798185	Illumina MiSeq paired end sequencing	ERX6421860	SC	6183	WGS
ERR6798186	Illumina MiSeq paired end sequencing	ERX6421861	SC	6183	WGS
ERR6798187	Illumina MiSeq paired end sequencing	ERX6421862	SC	6183	WGS
SRR646463	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain GH2 genomic DNA sequencing;S. mansoni strain GH2 genomic DNA sequencing	SRX212154	University of Perpignan	6183	WGS
ERR6798188	Illumina MiSeq paired end sequencing	ERX6421863	SC	6183	WGS
ERR6798193	Illumina MiSeq paired end sequencing	ERX6421868	SC	6183	WGS
ERR6798195	Illumina MiSeq paired end sequencing	ERX6421870	SC	6183	WGS
SRR647054	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain GH2 genomic DNA sequencing;S. mansoni strain GH2 genomic DNA sequencing	SRX212154	University of Perpignan	6183	WGS
ERR6798197	Illumina MiSeq paired end sequencing	ERX6421872	SC	6183	WGS
ERR021967	Illumina Genome Analyzer II paired end sequencing	ERX008529	SC	6183	WGS
ERR6798198	Illumina MiSeq paired end sequencing	ERX6421873	SC	6183	WGS
ERR6798207	Illumina MiSeq paired end sequencing	ERX6421882	SC	6183	WGS
ERR021970	Illumina Genome Analyzer II paired end sequencing	ERX008530	SC	6183	WGS
ERR6798209	Illumina MiSeq paired end sequencing	ERX6421884	SC	6183	WGS
ERR022241	Illumina Genome Analyzer II paired end sequencing	ERX008691	SC	6183	WGS
ERR6798212	Illumina MiSeq paired end sequencing	ERX6421887	SC	6183	WGS
ERR6798218	Illumina MiSeq paired end sequencing	ERX6421893	SC	6183	WGS
ERR022244	Illumina Genome Analyzer II paired end sequencing	ERX008698	SC	6183	WGS
ERR022245	Illumina Genome Analyzer II paired end sequencing	ERX008697	SC	6183	WGS
ERR6798220	Illumina MiSeq paired end sequencing	ERX6421895	SC	6183	WGS
ERR6798221	Illumina MiSeq paired end sequencing	ERX6421896	SC	6183	WGS
ERR026883	Illumina Genome Analyzer II paired end sequencing	ERX2004867	SC	6183	WGS
ERR6798222	Illumina MiSeq paired end sequencing	ERX6421897	SC	6183	WGS
ERR026885	Illumina Genome Analyzer II paired end sequencing	ERX2004869	SC	6183	WGS
ERR6798223	Illumina MiSeq paired end sequencing	ERX6421898	SC	6183	WGS
ERR026886	Illumina Genome Analyzer II paired end sequencing	ERX2004859	SC	6183	WGS
ERR6798224	Illumina MiSeq paired end sequencing	ERX6421899	SC	6183	WGS
ERR6798227	Illumina MiSeq paired end sequencing	ERX6421902	SC	6183	WGS
ERR026887	Illumina Genome Analyzer II paired end sequencing	ERX2004860	SC	6183	WGS
ERR6798228	Illumina MiSeq paired end sequencing	ERX6421903	SC	6183	WGS
ERR6798229	Illumina MiSeq paired end sequencing	ERX6421904	SC	6183	WGS
ERR026890	Illumina Genome Analyzer II paired end sequencing	ERX2004863	SC	6183	WGS
ERR6798230	Illumina MiSeq paired end sequencing	ERX6421905	SC	6183	WGS
ERR6798231	Illumina MiSeq paired end sequencing	ERX6421906	SC	6183	WGS
ERR026892	Illumina Genome Analyzer II paired end sequencing	ERX2004865	SC	6183	WGS
ERR6798232	Illumina MiSeq paired end sequencing	ERX6421907	SC	6183	WGS
ERR6798233	Illumina MiSeq paired end sequencing	ERX6421908	SC	6183	WGS
ERR026893	Illumina Genome Analyzer II paired end sequencing	ERX2004866	SC	6183	WGS
ERR6798234	Illumina MiSeq paired end sequencing	ERX6421909	SC	6183	WGS
ERR031493	Illumina Genome Analyzer II paired end sequencing	ERX011731	SC	6183	WGS
ERR031496	Illumina Genome Analyzer II paired end sequencing	ERX1998370	SC	6183	WGS
ERR6798237	Illumina MiSeq paired end sequencing	ERX6421912	SC	6183	WGS
ERR031497	Illumina Genome Analyzer II paired end sequencing	ERX1998371	SC	6183	WGS
ERR6798238	Illumina MiSeq paired end sequencing	ERX6421913	SC	6183	WGS
ERR031498	Illumina Genome Analyzer II paired end sequencing	ERX1998361	SC	6183	WGS
ERR6798239	Illumina MiSeq paired end sequencing	ERX6421914	SC	6183	WGS
ERR6798241	Illumina MiSeq paired end sequencing	ERX6421916	SC	6183	WGS
ERR031504	Illumina Genome Analyzer II paired end sequencing	ERX1998367	SC	6183	WGS
ERR6798245	Illumina MiSeq paired end sequencing	ERX6421920	SC	6183	WGS
ERR037210	Illumina Genome Analyzer II paired end sequencing	ERX014757	SC	6183	WGS
ERR6798246	Illumina MiSeq paired end sequencing	ERX6421921	SC	6183	WGS
ERR6798248	Illumina MiSeq paired end sequencing	ERX6421923	SC	6183	WGS
ERR037211	Illumina Genome Analyzer II paired end sequencing	ERX014753	SC	6183	WGS
ERR6798250	Illumina MiSeq paired end sequencing	ERX6421925	SC	6183	WGS
ERR6798254	Illumina MiSeq paired end sequencing	ERX6421929	SC	6183	WGS
ERR037213	Illumina Genome Analyzer II paired end sequencing	ERX014755	SC	6183	WGS
ERR6798255	Illumina MiSeq paired end sequencing	ERX6421930	SC	6183	WGS
ERR6798257	Illumina MiSeq paired end sequencing	ERX6421932	SC	6183	WGS
ERR037214	Illumina Genome Analyzer II paired end sequencing	ERX014756	SC	6183	WGS
ERR6798258	Illumina MiSeq paired end sequencing	ERX6421933	SC	6183	WGS
ERR6798259	Illumina MiSeq paired end sequencing	ERX6421934	SC	6183	WGS
ERR037215	Illumina Genome Analyzer II paired end sequencing	ERX014754	SC	6183	WGS
ERR6798260	Illumina MiSeq paired end sequencing	ERX6421935	SC	6183	WGS
ERR046038	Illumina HiSeq 2000 paired end sequencing	ERX023100	SC	6183	WGS
ERR6798262	Illumina MiSeq paired end sequencing	ERX6421937	SC	6183	WGS
ERR6798263	Illumina MiSeq paired end sequencing	ERX6421938	SC	6183	WGS
ERR119614	Illumina HiSeq 2000 paired end sequencing	ERX095886	SC	6183	WGS
ERR6798266	Illumina MiSeq paired end sequencing	ERX6421941	SC	6183	WGS
ERR119615	Illumina HiSeq 2000 paired end sequencing	ERX095887	SC	6183	WGS
ERR6798267	Illumina MiSeq paired end sequencing	ERX6421942	SC	6183	WGS
ERR266713	Illumina HiSeq 2000 paired end sequencing	ERX241209	SC	6183	WGS
ERR6798273	Illumina MiSeq paired end sequencing	ERX6421948	SC	6183	WGS
ERR2720931	Illumina MiSeq paired end sequencing	ERX2734804	SC	6183	WGS
ERR6798274	Illumina MiSeq paired end sequencing	ERX6421949	SC	6183	WGS
ERR2720933	Illumina MiSeq paired end sequencing	ERX2734806	SC	6183	WGS
ERR6798275	Illumina MiSeq paired end sequencing	ERX6421950	SC	6183	WGS
ERR2720934	Illumina MiSeq paired end sequencing	ERX2734807	SC	6183	WGS
ERR6798278	Illumina MiSeq paired end sequencing	ERX6421953	SC	6183	WGS
ERR6798280	Illumina MiSeq paired end sequencing	ERX6421955	SC	6183	WGS
ERR2720935	Illumina MiSeq paired end sequencing	ERX2734808	SC	6183	WGS
ERR2720936	Illumina MiSeq paired end sequencing	ERX2734809	SC	6183	WGS
ERR2720937	Illumina MiSeq paired end sequencing	ERX2734810	SC	6183	WGS
ERR6798283	Illumina MiSeq paired end sequencing	ERX6421958	SC	6183	WGS
ERR6798285	Illumina MiSeq paired end sequencing	ERX6421960	SC	6183	WGS
ERR2720938	Illumina MiSeq paired end sequencing	ERX2734811	SC	6183	WGS
ERR6798288	Illumina MiSeq paired end sequencing	ERX6421963	SC	6183	WGS
ERR2720939	Illumina MiSeq paired end sequencing	ERX2734812	SC	6183	WGS
ERR6798291	Illumina MiSeq paired end sequencing	ERX6421966	SC	6183	WGS
ERR6798293	Illumina MiSeq paired end sequencing	ERX6421968	SC	6183	WGS
ERR2720941	Illumina MiSeq paired end sequencing	ERX2734814	SC	6183	WGS
ERR2720946	Illumina MiSeq paired end sequencing	ERX2734819	SC	6183	WGS
ERR6798295	Illumina MiSeq paired end sequencing	ERX6421970	SC	6183	WGS
ERR6798296	Illumina MiSeq paired end sequencing	ERX6421971	SC	6183	WGS
ERR2720948	Illumina MiSeq paired end sequencing	ERX2734821	SC	6183	WGS
ERR6798300	Illumina MiSeq paired end sequencing	ERX6421975	SC	6183	WGS
ERR6798301	Illumina MiSeq paired end sequencing	ERX6421976	SC	6183	WGS
ERR2720951	Illumina MiSeq paired end sequencing	ERX2734824	SC	6183	WGS
ERR6798304	Illumina MiSeq paired end sequencing	ERX6421979	SC	6183	WGS
ERR6798305	Illumina MiSeq paired end sequencing	ERX6421980	SC	6183	WGS
ERR2720953	Illumina MiSeq paired end sequencing	ERX2734826	SC	6183	WGS
ERR6798307	Illumina MiSeq paired end sequencing	ERX6421982	SC	6183	WGS
ERR2720955	Illumina MiSeq paired end sequencing	ERX2734828	SC	6183	WGS
ERR6798310	Illumina MiSeq paired end sequencing	ERX6421985	SC	6183	WGS
ERR2720957	Illumina MiSeq paired end sequencing	ERX2734830	SC	6183	WGS
ERR6798314	Illumina MiSeq paired end sequencing	ERX6421989	SC	6183	WGS
ERR310936	Illumina HiSeq 2000 paired end sequencing	ERX284217	SC	6183	WGS
ERR6798315	Illumina MiSeq paired end sequencing	ERX6421990	SC	6183	WGS
ERR6798316	Illumina MiSeq paired end sequencing	ERX6421991	SC	6183	WGS
ERR6798317	Illumina MiSeq paired end sequencing	ERX6421992	SC	6183	WGS
ERR6798318	Illumina MiSeq paired end sequencing	ERX6421993	SC	6183	WGS
ERR6798320	Illumina MiSeq paired end sequencing	ERX6421995	SC	6183	WGS
ERR6798321	Illumina MiSeq paired end sequencing	ERX6421996	SC	6183	WGS
ERR6798322	Illumina MiSeq paired end sequencing	ERX6421997	SC	6183	WGS
ERR6798323	Illumina MiSeq paired end sequencing	ERX6421998	SC	6183	WGS
ERR6798326	Illumina MiSeq paired end sequencing	ERX6422001	SC	6183	WGS
ERR6798327	Illumina MiSeq paired end sequencing	ERX6422002	SC	6183	WGS
ERR6798332	Illumina MiSeq paired end sequencing	ERX6422007	SC	6183	WGS
ERR6798333	Illumina MiSeq paired end sequencing	ERX6422008	SC	6183	WGS
ERR6798335	Illumina MiSeq paired end sequencing	ERX6422010	SC	6183	WGS
ERR6798336	Illumina MiSeq paired end sequencing	ERX6422011	SC	6183	WGS
ERR6798337	Illumina MiSeq paired end sequencing	ERX6422012	SC	6183	WGS
ERR6798338	Illumina MiSeq paired end sequencing	ERX6422013	SC	6183	WGS
ERR3173071	HiSeq X Ten paired end sequencing	ERX3201005	SC	6183	WGS
ERR6798339	Illumina MiSeq paired end sequencing	ERX6422014	SC	6183	WGS
ERR3173072	HiSeq X Ten paired end sequencing	ERX3201006	SC	6183	WGS
ERR6798343	Illumina MiSeq paired end sequencing	ERX6422018	SC	6183	WGS
ERR6798345	Illumina MiSeq paired end sequencing	ERX6422020	SC	6183	WGS
ERR3173078	HiSeq X Ten paired end sequencing	ERX3201012	SC	6183	WGS
ERR3173082	HiSeq X Ten paired end sequencing	ERX3201016	SC	6183	WGS
ERR6798348	Illumina MiSeq paired end sequencing	ERX6422023	SC	6183	WGS
ERR6798349	Illumina MiSeq paired end sequencing	ERX6422024	SC	6183	WGS
ERR6798350	Illumina MiSeq paired end sequencing	ERX6422025	SC	6183	WGS
ERR3173086	HiSeq X Ten paired end sequencing	ERX3201020	SC	6183	WGS
ERR6798351	Illumina MiSeq paired end sequencing	ERX6422026	SC	6183	WGS
ERR6798352	Illumina MiSeq paired end sequencing	ERX6422027	SC	6183	WGS
ERR6798354	Illumina MiSeq paired end sequencing	ERX6422029	SC	6183	WGS
ERR6798355	Illumina MiSeq paired end sequencing	ERX6422030	SC	6183	WGS
ERR6798356	Illumina MiSeq paired end sequencing	ERX6422031	SC	6183	WGS
ERR6798357	Illumina MiSeq paired end sequencing	ERX6422032	SC	6183	WGS
ERR3173090	HiSeq X Ten paired end sequencing	ERX3201024	SC	6183	WGS
ERR6798358	Illumina MiSeq paired end sequencing	ERX6422033	SC	6183	WGS
ERR6798359	Illumina MiSeq paired end sequencing	ERX6422034	SC	6183	WGS
ERR3173095	HiSeq X Ten paired end sequencing	ERX3201029	SC	6183	WGS
ERR3173097	HiSeq X Ten paired end sequencing	ERX3201031	SC	6183	WGS
ERR6798361	Illumina MiSeq paired end sequencing	ERX6422036	SC	6183	WGS
ERR3173098	HiSeq X Ten paired end sequencing	ERX3201032	SC	6183	WGS
ERR6798362	Illumina MiSeq paired end sequencing	ERX6422037	SC	6183	WGS
ERR6798363	Illumina MiSeq paired end sequencing	ERX6422038	SC	6183	WGS
ERR3173100	HiSeq X Ten paired end sequencing	ERX3201034	SC	6183	WGS
ERR6798365	Illumina MiSeq paired end sequencing	ERX6422040	SC	6183	WGS
ERR3173102	HiSeq X Ten paired end sequencing	ERX3201036	SC	6183	WGS
ERR6798366	Illumina MiSeq paired end sequencing	ERX6422041	SC	6183	WGS
ERR3173107	HiSeq X Ten paired end sequencing	ERX3201041	SC	6183	WGS
ERR6798370	Illumina MiSeq paired end sequencing	ERX6422045	SC	6183	WGS
ERR3173110	HiSeq X Ten paired end sequencing	ERX3201044	SC	6183	WGS
ERR6798371	Illumina MiSeq paired end sequencing	ERX6422046	SC	6183	WGS
ERR3173112	HiSeq X Ten paired end sequencing	ERX3201046	SC	6183	WGS
ERR6798372	Illumina MiSeq paired end sequencing	ERX6422047	SC	6183	WGS
ERR6798375	Illumina NovaSeq 6000 paired end sequencing	ERX6422050	SC	6183	WGS
ERR3173113	HiSeq X Ten paired end sequencing	ERX3201047	SC	6183	WGS
ERR6798376	Illumina NovaSeq 6000 paired end sequencing	ERX6422051	SC	6183	WGS
ERR3173114	HiSeq X Ten paired end sequencing	ERX3201048	SC	6183	WGS
ERR6798378	Illumina NovaSeq 6000 paired end sequencing	ERX6422053	SC	6183	WGS
ERR6798379	Illumina NovaSeq 6000 paired end sequencing	ERX6422054	SC	6183	WGS
ERR3173124	HiSeq X Ten paired end sequencing	ERX3201058	SC	6183	WGS
ERR6798380	Illumina NovaSeq 6000 paired end sequencing	ERX6422055	SC	6183	WGS
ERR3173125	HiSeq X Ten paired end sequencing	ERX3201059	SC	6183	WGS
ERR6798384	Illumina NovaSeq 6000 paired end sequencing	ERX6422059	SC	6183	WGS
ERR3173126	HiSeq X Ten paired end sequencing	ERX3201060	SC	6183	WGS
ERR6798385	Illumina NovaSeq 6000 paired end sequencing	ERX6422060	SC	6183	WGS
ERR3173130	HiSeq X Ten paired end sequencing	ERX3201064	SC	6183	WGS
ERR6798387	Illumina NovaSeq 6000 paired end sequencing	ERX6422062	SC	6183	WGS
ERR3173132	HiSeq X Ten paired end sequencing	ERX3201066	SC	6183	WGS
ERR6798390	Illumina NovaSeq 6000 paired end sequencing	ERX6422065	SC	6183	WGS
ERR6798391	Illumina NovaSeq 6000 paired end sequencing	ERX6422066	SC	6183	WGS
ERR3173133	HiSeq X Ten paired end sequencing	ERX3201067	SC	6183	WGS
ERR6798393	Illumina NovaSeq 6000 paired end sequencing	ERX6422068	SC	6183	WGS
ERR6798396	Illumina NovaSeq 6000 paired end sequencing	ERX6422071	SC	6183	WGS
ERR3173135	HiSeq X Ten paired end sequencing	ERX3201069	SC	6183	WGS
ERR6798398	Illumina NovaSeq 6000 paired end sequencing	ERX6422073	SC	6183	WGS
ERR6798399	Illumina NovaSeq 6000 paired end sequencing	ERX6422074	SC	6183	WGS
ERR3173136	HiSeq X Ten paired end sequencing	ERX3201070	SC	6183	WGS
ERR3173139	HiSeq X Ten paired end sequencing	ERX3201073	SC	6183	WGS
ERR3173140	HiSeq X Ten paired end sequencing	ERX3201074	SC	6183	WGS
ERR3173141	HiSeq X Ten paired end sequencing	ERX3201075	SC	6183	WGS
ERR6798401	Illumina NovaSeq 6000 paired end sequencing	ERX6422076	SC	6183	WGS
ERR6798404	Illumina NovaSeq 6000 paired end sequencing	ERX6422079	SC	6183	WGS
ERR3173142	HiSeq X Ten paired end sequencing	ERX3201076	SC	6183	WGS
ERR6798405	Illumina NovaSeq 6000 paired end sequencing	ERX6422080	SC	6183	WGS
ERR6798406	Illumina NovaSeq 6000 paired end sequencing	ERX6422081	SC	6183	WGS
ERR3173146	HiSeq X Ten paired end sequencing	ERX3201080	SC	6183	WGS
ERR6798407	Illumina NovaSeq 6000 paired end sequencing	ERX6422082	SC	6183	WGS
ERR3173151	HiSeq X Ten paired end sequencing	ERX3201085	SC	6183	WGS
ERR6798415	Illumina NovaSeq 6000 paired end sequencing	ERX6422090	SC	6183	WGS
ERR3173153	HiSeq X Ten paired end sequencing	ERX3201087	SC	6183	WGS
ERR6798418	Illumina NovaSeq 6000 paired end sequencing	ERX6422093	SC	6183	WGS
ERR6798422	Illumina NovaSeq 6000 paired end sequencing	ERX6422097	SC	6183	WGS
ERR3173155	HiSeq X Ten paired end sequencing	ERX3201089	SC	6183	WGS
ERR6798423	Illumina NovaSeq 6000 paired end sequencing	ERX6422098	SC	6183	WGS
ERR6798424	Illumina NovaSeq 6000 paired end sequencing	ERX6422099	SC	6183	WGS
ERR6798426	Illumina NovaSeq 6000 paired end sequencing	ERX6422101	SC	6183	WGS
ERR3173164	HiSeq X Ten paired end sequencing	ERX3201098	SC	6183	WGS
ERR6798429	Illumina NovaSeq 6000 paired end sequencing	ERX6422104	SC	6183	WGS
ERR6798431	Illumina NovaSeq 6000 paired end sequencing	ERX6422106	SC	6183	WGS
ERR3173166	HiSeq X Ten paired end sequencing	ERX3201100	SC	6183	WGS
ERR6798432	Illumina NovaSeq 6000 paired end sequencing	ERX6422107	SC	6183	WGS
ERR3173170	HiSeq X Ten paired end sequencing	ERX3201104	SC	6183	WGS
ERR6798433	Illumina NovaSeq 6000 paired end sequencing	ERX6422108	SC	6183	WGS
ERR6798434	Illumina NovaSeq 6000 paired end sequencing	ERX6422109	SC	6183	WGS
ERR6798438	Illumina NovaSeq 6000 paired end sequencing	ERX6422113	SC	6183	WGS
ERR3173174	HiSeq X Ten paired end sequencing	ERX3201108	SC	6183	WGS
ERR6798439	Illumina NovaSeq 6000 paired end sequencing	ERX6422114	SC	6183	WGS
ERR3173175	HiSeq X Ten paired end sequencing	ERX3201109	SC	6183	WGS
ERR3173176	HiSeq X Ten paired end sequencing	ERX3201110	SC	6183	WGS
ERR6798440	Illumina NovaSeq 6000 paired end sequencing	ERX6422115	SC	6183	WGS
ERR3173178	HiSeq X Ten paired end sequencing	ERX3201112	SC	6183	WGS
ERR6798441	Illumina NovaSeq 6000 paired end sequencing	ERX6422116	SC	6183	WGS
ERR3173179	HiSeq X Ten paired end sequencing	ERX3201113	SC	6183	WGS
ERR6798442	Illumina NovaSeq 6000 paired end sequencing	ERX6422117	SC	6183	WGS
ERR3173181	HiSeq X Ten paired end sequencing	ERX3201115	SC	6183	WGS
ERR6798444	Illumina NovaSeq 6000 paired end sequencing	ERX6422119	SC	6183	WGS
ERR3173182	HiSeq X Ten paired end sequencing	ERX3201116	SC	6183	WGS
ERR6798447	Illumina NovaSeq 6000 paired end sequencing	ERX6422122	SC	6183	WGS
ERR3173183	HiSeq X Ten paired end sequencing	ERX3201117	SC	6183	WGS
ERR6798448	Illumina NovaSeq 6000 paired end sequencing	ERX6422123	SC	6183	WGS
ERR3173184	HiSeq X Ten paired end sequencing	ERX3201118	SC	6183	WGS
ERR6798449	Illumina NovaSeq 6000 paired end sequencing	ERX6422124	SC	6183	WGS
ERR3173186	HiSeq X Ten paired end sequencing	ERX3201120	SC	6183	WGS
ERR6798450	Illumina NovaSeq 6000 paired end sequencing	ERX6422125	SC	6183	WGS
ERR3173187	HiSeq X Ten paired end sequencing	ERX3201121	SC	6183	WGS
ERR6798451	Illumina NovaSeq 6000 paired end sequencing	ERX6422126	SC	6183	WGS
ERR3173188	HiSeq X Ten paired end sequencing	ERX3201122	SC	6183	WGS
ERR6798453	Illumina NovaSeq 6000 paired end sequencing	ERX6422128	SC	6183	WGS
ERR3173189	HiSeq X Ten paired end sequencing	ERX3201123	SC	6183	WGS
ERR6798454	Illumina NovaSeq 6000 paired end sequencing	ERX6422129	SC	6183	WGS
ERR6798456	Illumina NovaSeq 6000 paired end sequencing	ERX6422131	SC	6183	WGS
ERR3173191	HiSeq X Ten paired end sequencing	ERX3201125	SC	6183	WGS
ERR6798457	Illumina NovaSeq 6000 paired end sequencing	ERX6422132	SC	6183	WGS
ERR6798458	Illumina NovaSeq 6000 paired end sequencing	ERX6422133	SC	6183	WGS
ERR6798459	Illumina NovaSeq 6000 paired end sequencing	ERX6422134	SC	6183	WGS
ERR6798461	Illumina NovaSeq 6000 paired end sequencing	ERX6422136	SC	6183	WGS
ERR6798462	Illumina NovaSeq 6000 paired end sequencing	ERX6422137	SC	6183	WGS
ERR6798463	Illumina NovaSeq 6000 paired end sequencing	ERX6422138	SC	6183	WGS
ERR6798464	Illumina NovaSeq 6000 paired end sequencing	ERX6422139	SC	6183	WGS
ERR3173192	HiSeq X Ten paired end sequencing	ERX3201126	SC	6183	WGS
ERR6798465	Illumina NovaSeq 6000 paired end sequencing	ERX6422140	SC	6183	WGS
ERR6798474	Illumina NovaSeq 6000 paired end sequencing	ERX6422149	SC	6183	WGS
ERR6798476	Illumina NovaSeq 6000 paired end sequencing	ERX6422151	SC	6183	WGS
ERR6798477	Illumina NovaSeq 6000 paired end sequencing	ERX6422152	SC	6183	WGS
ERR3173201	HiSeq X Ten paired end sequencing	ERX3201135	SC	6183	WGS
ERR6798479	Illumina NovaSeq 6000 paired end sequencing	ERX6422154	SC	6183	WGS
ERR6798480	Illumina NovaSeq 6000 paired end sequencing	ERX6422155	SC	6183	WGS
ERR3173202	HiSeq X Ten paired end sequencing	ERX3201136	SC	6183	WGS
ERR6798482	Illumina NovaSeq 6000 paired end sequencing	ERX6422157	SC	6183	WGS
ERR6798483	Illumina NovaSeq 6000 paired end sequencing	ERX6422158	SC	6183	WGS
ERR3173204	HiSeq X Ten paired end sequencing	ERX3201138	SC	6183	WGS
ERR6798484	Illumina NovaSeq 6000 paired end sequencing	ERX6422159	SC	6183	WGS
ERR6798485	Illumina NovaSeq 6000 paired end sequencing	ERX6422160	SC	6183	WGS
ERR3173207	HiSeq X Ten paired end sequencing	ERX3201141	SC	6183	WGS
ERR6798486	Illumina NovaSeq 6000 paired end sequencing	ERX6422161	SC	6183	WGS
ERR3173208	HiSeq X Ten paired end sequencing	ERX3201142	SC	6183	WGS
ERR6798487	Illumina NovaSeq 6000 paired end sequencing	ERX6422162	SC	6183	WGS
ERR3173209	HiSeq X Ten paired end sequencing	ERX3201143	SC	6183	WGS
ERR6798488	Illumina NovaSeq 6000 paired end sequencing	ERX6422163	SC	6183	WGS
ERR6798489	Illumina NovaSeq 6000 paired end sequencing	ERX6422164	SC	6183	WGS
ERR3173210	HiSeq X Ten paired end sequencing	ERX3201144	SC	6183	WGS
ERR6798491	Illumina NovaSeq 6000 paired end sequencing	ERX6422166	SC	6183	WGS
ERR6798492	Illumina NovaSeq 6000 paired end sequencing	ERX6422167	SC	6183	WGS
ERR6798494	Illumina NovaSeq 6000 paired end sequencing	ERX6422169	SC	6183	WGS
ERR6798498	Illumina NovaSeq 6000 paired end sequencing	ERX6422173	SC	6183	WGS
ERR6798499	Illumina NovaSeq 6000 paired end sequencing	ERX6422174	SC	6183	WGS
ERR3173212	HiSeq X Ten paired end sequencing	ERX3201146	SC	6183	WGS
ERR6798503	Illumina NovaSeq 6000 paired end sequencing	ERX6422178	SC	6183	WGS
ERR6798505	Illumina NovaSeq 6000 paired end sequencing	ERX6422180	SC	6183	WGS
ERR6798506	Illumina NovaSeq 6000 paired end sequencing	ERX6422181	SC	6183	WGS
ERR3173217	HiSeq X Ten paired end sequencing	ERX3201151	SC	6183	WGS
ERR6798507	Illumina NovaSeq 6000 paired end sequencing	ERX6422182	SC	6183	WGS
ERR6798508	Illumina NovaSeq 6000 paired end sequencing	ERX6422183	SC	6183	WGS
ERR6798509	Illumina NovaSeq 6000 paired end sequencing	ERX6422184	SC	6183	WGS
ERR3173220	HiSeq X Ten paired end sequencing	ERX3201154	SC	6183	WGS
ERR6798511	Illumina NovaSeq 6000 paired end sequencing	ERX6422186	SC	6183	WGS
ERR6798515	Illumina NovaSeq 6000 paired end sequencing	ERX6422190	SC	6183	WGS
ERR3173223	HiSeq X Ten paired end sequencing	ERX3201157	SC	6183	WGS
ERR6798516	Illumina NovaSeq 6000 paired end sequencing	ERX6422191	SC	6183	WGS
ERR3173227	HiSeq X Ten paired end sequencing	ERX3201161	SC	6183	WGS
ERR6798517	Illumina NovaSeq 6000 paired end sequencing	ERX6422192	SC	6183	WGS
ERR6798520	Illumina NovaSeq 6000 paired end sequencing	ERX6422195	SC	6183	WGS
ERR6798522	Illumina NovaSeq 6000 paired end sequencing	ERX6422197	SC	6183	WGS
ERR6798523	Illumina NovaSeq 6000 paired end sequencing	ERX6422198	SC	6183	WGS
ERR6798524	Illumina NovaSeq 6000 paired end sequencing	ERX6422199	SC	6183	WGS
ERR6798529	Illumina NovaSeq 6000 paired end sequencing	ERX6422204	SC	6183	WGS
ERR6798530	Illumina NovaSeq 6000 paired end sequencing	ERX6422205	SC	6183	WGS
ERR6798531	Illumina NovaSeq 6000 paired end sequencing	ERX6422206	SC	6183	WGS
ERR6798536	Illumina NovaSeq 6000 paired end sequencing	ERX6422211	SC	6183	WGS
ERR6798538	Illumina NovaSeq 6000 paired end sequencing	ERX6422213	SC	6183	WGS
ERR6798541	Illumina NovaSeq 6000 paired end sequencing	ERX6422216	SC	6183	WGS
ERR3173234	HiSeq X Ten paired end sequencing	ERX3201168	SC	6183	WGS
ERR6798543	Illumina NovaSeq 6000 paired end sequencing	ERX6422218	SC	6183	WGS
ERR6798545	Illumina NovaSeq 6000 paired end sequencing	ERX6422220	SC	6183	WGS
ERR6798546	Illumina NovaSeq 6000 paired end sequencing	ERX6422221	SC	6183	WGS
ERR697170	Illumina MiSeq paired end sequencing	ERX641609	SC	6183	WGS
ERR3173236	HiSeq X Ten paired end sequencing	ERX3201170	SC	6183	WGS
ERR7977659	Illumina MiSeq paired end sequencing	ERX7543806	SC	6183	WGS
ERR3173238	HiSeq X Ten paired end sequencing	ERX3201172	SC	6183	WGS
ERR7977660	Illumina MiSeq paired end sequencing	ERX7543807	SC	6183	WGS
ERR3173239	HiSeq X Ten paired end sequencing	ERX3201173	SC	6183	WGS
